ID,restaurantID,IDCustomer,rating,content
100230,7694,354,2.0,Delusione totale.
100231,7694,332,1.0,Esperienza negativa non tornerò.
100232,7694,519,4.0,Tutto perfetto consigliato!
100233,7695,831,4.0,Ottimo servizio e cibo delizioso!
100234,7695,707,4.0,Ci tornerò sicuramente.
100235,7695,341,1.5,Troppo rumoroso per i miei gusti.
100236,7695,735,1.0,Pessimo rapporto qualità/prezzo.
100237,7695,690,1.0,Personale scortese peccato perché il cibo era buono.
100238,7695,493,1.5,Tavoli sporchi e servizio lento.
100239,7695,596,1.0,Delusione totale.
100240,7695,230,3.0,Tempi di attesa accettabili.
100241,7695,841,1.5,Delusione totale.
100242,7695,362,4.5,Ci tornerò sicuramente.
100243,7695,816,1.5,Tavoli sporchi e servizio lento.
100244,7695,165,3.0,Qualità media prezzi alti.
100245,7695,236,0.5,Cibo senza sapore.
100246,7695,702,1.5,Non consiglio questo posto.
100247,7696,662,3.0,Non all'altezza delle aspettative.
100248,7696,957,1.0,Non consiglio questo posto.
100249,7696,482,2.0,Pessimo rapporto qualità/prezzo.
100250,7696,112,2.5,Buono ma potrebbe migliorare.
100251,7696,523,3.5,Ottimo servizio e cibo delizioso!
100252,7696,478,2.0,Non consiglio questo posto.
100253,7696,21,0.5,Cibo senza sapore.
100254,7696,788,1.5,Tempi di attesa troppo lunghi.
100255,7696,544,1.0,Tempi di attesa troppo lunghi.
100256,7697,813,2.5,Servizio un po' freddo ma veloce.
100257,7697,913,5.0,Ingredienti freschissimi e di qualità.
100258,7697,243,2.5,Piatti nella media.
100259,7697,674,4.0,Esperienza fantastica personale gentile.
100260,7697,783,2.5,Locale carino ma nulla di speciale.
100261,7697,537,0.5,Porzioni ridicole rispetto al prezzo.
100262,7697,557,2.5,Locale carino ma nulla di speciale.
100263,7697,746,4.0,Vasta scelta di piatti vegetariani.
100264,7697,425,4.5,Esperienza fantastica personale gentile.
100265,7697,504,1.5,Troppo rumoroso per i miei gusti.
100266,7697,749,1.5,Troppo rumoroso per i miei gusti.
100267,7697,535,1.5,Esperienza negativa non tornerò.
100268,7697,601,3.5,Ci tornerò sicuramente.
100269,7697,258,4.5,Fantastico per una cena tra amici.
100270,7697,330,0.5,Cibo senza sapore.
100271,7697,117,3.0,Buon posto per una pausa pranzo veloce.
100272,7697,516,5.0,Locale accogliente e atmosfera rilassante.
100273,7697,930,3.0,Non all'altezza delle aspettative.
100274,7697,739,1.5,Porzioni ridicole rispetto al prezzo.
100275,7697,667,1.5,Troppo rumoroso per i miei gusti.
100276,7698,187,4.0,Ottimo servizio e cibo delizioso!
100277,7698,696,2.5,Non all'altezza delle aspettative.
100278,7698,787,4.5,Tutto perfetto consigliato!
100279,7698,631,4.0,Porzioni abbondanti e sapori genuini.
100280,7698,547,3.5,Locale accogliente e atmosfera rilassante.
100281,7698,888,4.5,Esperienza fantastica personale gentile.
100282,7698,590,1.0,Pessimo rapporto qualità/prezzo.
100283,7698,608,2.5,Esperienza discreta.
100284,7698,556,4.5,Porzioni abbondanti e sapori genuini.
100285,7699,143,3.5,Esperienza fantastica personale gentile.
100286,7699,262,2.0,Porzioni ridicole rispetto al prezzo.
100287,7699,252,0.5,Non consiglio questo posto.
100288,7699,488,0.5,Pessimo rapporto qualità/prezzo.
100289,7699,462,2.5,Esperienza discreta.
100290,7699,515,5.0,Servizio impeccabile davvero soddisfatto.
100291,7699,183,2.0,Pessimo rapporto qualità/prezzo.
100292,7699,103,1.5,Porzioni ridicole rispetto al prezzo.
100293,7699,102,3.0,Piatti nella media.
100294,7699,977,1.5,Esperienza negativa non tornerò.
100295,7699,478,4.0,Locale accogliente e atmosfera rilassante.
100296,7699,419,4.5,Ci tornerò sicuramente.
100297,7700,302,4.5,Piatti curati nei minimi dettagli.
100298,7700,641,2.0,Non consiglio questo posto.
100299,7700,459,2.0,Cibo senza sapore.
100300,7700,841,2.0,Delusione totale.
100301,7700,717,4.5,Ottima atmosfera per una serata romantica.
100302,7700,494,2.0,Non consiglio questo posto.
100303,7700,971,1.0,Troppo rumoroso per i miei gusti.
100304,7700,675,3.0,Buono ma potrebbe migliorare.
100305,7700,828,2.0,Cibo senza sapore.
100306,7700,798,3.5,Fantastico per una cena tra amici.
100307,7700,285,4.0,Ottimo servizio e cibo delizioso!
100308,7700,330,2.5,Esperienza discreta.
100309,7700,485,3.5,Porzioni abbondanti e sapori genuini.
100310,7700,8,2.0,Tavoli sporchi e servizio lento.
100311,7700,802,5.0,Locale accogliente e atmosfera rilassante.
100312,7700,476,2.0,Tempi di attesa troppo lunghi.
100313,7700,985,1.0,Tavoli sporchi e servizio lento.
100314,7700,937,2.5,Buon posto per una pausa pranzo veloce.
100315,7700,592,2.0,Cibo senza sapore.
100316,7701,309,4.0,Locale accogliente e atmosfera rilassante.
100317,7701,143,5.0,Ottima atmosfera per una serata romantica.
100318,7701,586,4.5,Locale accogliente e atmosfera rilassante.
100319,7701,358,1.5,Personale scortese peccato perché il cibo era buono.
100320,7701,750,2.5,Buon posto per una pausa pranzo veloce.
100321,7701,46,2.5,Piatti nella media.
100322,7701,449,0.5,Troppo rumoroso per i miei gusti.
100323,7701,117,2.0,Personale scortese peccato perché il cibo era buono.
100324,7701,803,4.5,Tutto perfetto consigliato!
100325,7701,17,2.5,Piatti nella media.
100326,7701,852,3.5,Esperienza fantastica personale gentile.
100327,7701,440,5.0,Ottima atmosfera per una serata romantica.
100328,7701,510,3.5,Esperienza fantastica personale gentile.
100329,7701,856,4.5,Ottimo servizio e cibo delizioso!
100330,7702,605,1.0,Porzioni ridicole rispetto al prezzo.
100331,7702,559,4.5,Ingredienti freschissimi e di qualità.
100332,7702,796,4.0,Piatti curati nei minimi dettagli.
100333,7702,707,3.5,Ottima atmosfera per una serata romantica.
100334,7702,380,2.0,Porzioni ridicole rispetto al prezzo.
100335,7702,618,1.0,Personale scortese peccato perché il cibo era buono.
100336,7702,608,2.0,Non consiglio questo posto.
100337,7702,318,1.0,Tempi di attesa troppo lunghi.
100338,7702,901,3.5,Il migliore della zona!
100339,7702,921,2.5,Servizio un po' freddo ma veloce.
100340,7702,917,3.5,Piatti curati nei minimi dettagli.
100341,7702,651,1.5,Esperienza negativa non tornerò.
100342,7702,646,4.5,Ottimo servizio e cibo delizioso!
100343,7702,172,1.5,Tempi di attesa troppo lunghi.
100344,7702,765,4.5,Locale accogliente e atmosfera rilassante.
100345,7702,652,4.5,Ingredienti freschissimi e di qualità.
100346,7703,424,2.0,Non consiglio questo posto.
100347,7703,150,4.0,Ci tornerò sicuramente.
100348,7703,466,2.0,Troppo rumoroso per i miei gusti.
100349,7703,658,1.0,Cibo senza sapore.
100350,7703,640,2.0,Tavoli sporchi e servizio lento.
100351,7703,189,3.0,Piatti nella media.
100352,7703,918,3.5,Vasta scelta di piatti vegetariani.
100353,7703,211,0.5,Non consiglio questo posto.
100354,7703,18,4.5,Locale accogliente e atmosfera rilassante.
100355,7703,614,0.5,Tempi di attesa troppo lunghi.
100356,7703,217,1.0,Troppo rumoroso per i miei gusti.
100357,7703,732,2.0,Pessimo rapporto qualità/prezzo.
100358,7703,862,3.0,Menù vario ma niente che mi abbia colpito.
100359,7703,573,4.0,Tutto perfetto consigliato!
100360,7703,726,3.5,Ci tornerò sicuramente.
100361,7703,173,5.0,Fantastico per una cena tra amici.
100362,7703,521,2.0,Tempi di attesa troppo lunghi.
100363,7704,342,3.0,Buon posto per una pausa pranzo veloce.
100364,7704,132,2.0,Porzioni ridicole rispetto al prezzo.
100365,7704,10,1.5,Personale scortese peccato perché il cibo era buono.
100366,7704,774,5.0,Il dolce era spettacolare!
100367,7704,931,4.0,Fantastico per una cena tra amici.
100368,7704,95,3.5,Ottimo servizio e cibo delizioso!
100369,7704,124,3.0,Buono ma potrebbe migliorare.
100370,7704,925,4.5,Locale accogliente e atmosfera rilassante.
100371,7704,102,3.5,Fantastico per una cena tra amici.
100372,7704,359,2.5,Servizio un po' freddo ma veloce.
100373,7704,809,4.0,Ingredienti freschissimi e di qualità.
100374,7704,895,2.5,Qualità media prezzi alti.
100375,7704,104,1.5,Pessimo rapporto qualità/prezzo.
100376,7705,985,2.5,Tempi di attesa accettabili.
100377,7705,576,1.0,Tempi di attesa troppo lunghi.
100378,7705,218,5.0,Ottimo servizio e cibo delizioso!
100379,7705,351,2.5,Qualità media prezzi alti.
100380,7705,863,3.0,Buon posto per una pausa pranzo veloce.
100381,7705,939,3.0,Esperienza discreta.
100382,7705,593,4.0,Fantastico per una cena tra amici.
100383,7705,942,4.5,Servizio impeccabile davvero soddisfatto.
100384,7706,996,3.0,Tempi di attesa accettabili.
100385,7706,939,1.0,Delusione totale.
100386,7706,991,5.0,Porzioni abbondanti e sapori genuini.
100387,7706,404,1.0,Esperienza negativa non tornerò.
100388,7706,310,2.5,Servizio un po' freddo ma veloce.
100389,7706,609,1.0,Cibo senza sapore.
100390,7706,15,5.0,Fantastico per una cena tra amici.
100391,7707,236,1.0,Troppo rumoroso per i miei gusti.
100392,7707,985,4.5,Locale accogliente e atmosfera rilassante.
100393,7707,500,2.0,Cibo senza sapore.
100394,7707,232,4.0,Prezzi onesti e piatti ben presentati.
100395,7707,283,4.0,Servizio impeccabile davvero soddisfatto.
100396,7707,170,0.5,Pessimo rapporto qualità/prezzo.
100397,7707,467,1.0,Porzioni ridicole rispetto al prezzo.
100398,7707,393,2.0,Cibo senza sapore.
100399,7707,729,2.0,Troppo rumoroso per i miei gusti.
100400,7707,912,2.0,Tempi di attesa troppo lunghi.
100401,7707,874,0.5,Tavoli sporchi e servizio lento.
100402,7707,479,4.0,Locale accogliente e atmosfera rilassante.
100403,7708,593,1.0,Non consiglio questo posto.
100404,7708,427,1.0,Tempi di attesa troppo lunghi.
100405,7708,211,0.5,Porzioni ridicole rispetto al prezzo.
100406,7708,454,3.0,Piatti nella media.
100407,7708,567,1.0,Esperienza negativa non tornerò.
100408,7708,185,5.0,Esperienza fantastica personale gentile.
100409,7708,430,1.0,Delusione totale.
100410,7708,990,4.5,Tutto perfetto consigliato!
100411,7708,542,5.0,Tutto perfetto consigliato!
100412,7708,797,3.0,Esperienza discreta.
100413,7709,388,3.0,Non all'altezza delle aspettative.
100414,7709,447,5.0,Piatti curati nei minimi dettagli.
100415,7709,687,1.0,Tempi di attesa troppo lunghi.
100416,7709,68,2.0,Personale scortese peccato perché il cibo era buono.
100417,7709,214,2.5,Piatti nella media.
100418,7709,664,3.5,Locale accogliente e atmosfera rilassante.
100419,7709,999,5.0,Ottimo servizio e cibo delizioso!
100420,7709,842,2.5,Qualità media prezzi alti.
100421,7709,840,2.0,Cibo senza sapore.
100422,7709,544,4.5,Servizio impeccabile davvero soddisfatto.
100423,7709,466,1.5,Personale scortese peccato perché il cibo era buono.
100424,7709,636,5.0,Fantastico per una cena tra amici.
100425,7710,198,1.0,Delusione totale.
100426,7710,249,4.5,Tutto perfetto consigliato!
100427,7710,436,4.5,Ottimo servizio e cibo delizioso!
100428,7710,781,1.5,Delusione totale.
100429,7710,679,4.5,Servizio impeccabile davvero soddisfatto.
100430,7710,932,1.5,Pessimo rapporto qualità/prezzo.
100431,7710,894,3.5,Porzioni abbondanti e sapori genuini.
100432,7710,164,1.0,Esperienza negativa non tornerò.
100433,7710,194,1.0,Esperienza negativa non tornerò.
100434,7710,173,1.5,Esperienza negativa non tornerò.
100435,7710,514,1.0,Pessimo rapporto qualità/prezzo.
100436,7711,188,0.5,Esperienza negativa non tornerò.
100437,7711,455,4.5,Vasta scelta di piatti vegetariani.
100438,7711,476,0.5,Esperienza negativa non tornerò.
100439,7711,153,4.5,Ottimo servizio e cibo delizioso!
100440,7711,141,0.5,Delusione totale.
100441,7711,157,3.0,Locale carino ma nulla di speciale.
100442,7711,782,2.0,Personale scortese peccato perché il cibo era buono.
100443,7711,60,2.5,Buono ma potrebbe migliorare.
100444,7711,362,1.5,Porzioni ridicole rispetto al prezzo.
100445,7711,97,2.5,Qualità media prezzi alti.
100446,7711,488,5.0,Tutto perfetto consigliato!
100447,7711,100,5.0,Tutto perfetto consigliato!
100448,7712,213,4.5,Ottimo servizio e cibo delizioso!
100449,7712,944,1.5,Tavoli sporchi e servizio lento.
100450,7712,909,3.5,Piatti curati nei minimi dettagli.
100451,7712,65,1.0,Non consiglio questo posto.
100452,7712,993,5.0,Locale accogliente e atmosfera rilassante.
100453,7712,595,4.0,Ottima atmosfera per una serata romantica.
100454,7712,616,3.5,Tutto perfetto consigliato!
100455,7712,678,2.0,Cibo senza sapore.
100456,7712,425,1.5,Non consiglio questo posto.
100457,7712,165,1.0,Delusione totale.
100458,7712,63,3.0,Piatti nella media.
100459,7712,35,5.0,Il migliore della zona!
100460,7712,141,1.0,Delusione totale.
100461,7712,42,2.5,Locale carino ma nulla di speciale.
100462,7712,579,0.5,Tavoli sporchi e servizio lento.
100463,7713,104,1.0,Porzioni ridicole rispetto al prezzo.
100464,7713,984,3.0,Locale carino ma nulla di speciale.
100465,7713,742,4.5,Il migliore della zona!
100466,7713,674,2.5,Menù vario ma niente che mi abbia colpito.
100467,7713,103,4.5,Servizio impeccabile davvero soddisfatto.
100468,7713,190,3.0,Esperienza discreta.
100469,7713,467,0.5,Non consiglio questo posto.
100470,7713,355,1.5,Tavoli sporchi e servizio lento.
100471,7713,794,0.5,Esperienza negativa non tornerò.
100472,7713,487,3.0,Non all'altezza delle aspettative.
100473,7713,482,4.0,Locale accogliente e atmosfera rilassante.
100474,7713,466,0.5,Delusione totale.
100475,7713,702,3.5,Ingredienti freschissimi e di qualità.
100476,7713,438,1.0,Tempi di attesa troppo lunghi.
100477,7713,346,0.5,Tavoli sporchi e servizio lento.
100478,7713,846,4.0,Ottima atmosfera per una serata romantica.
100479,7714,446,4.0,Esperienza fantastica personale gentile.
100480,7714,1,1.5,Delusione totale.
100481,7714,945,2.0,Porzioni ridicole rispetto al prezzo.
100482,7714,250,2.0,Delusione totale.
100483,7714,776,3.0,Esperienza discreta.
100484,7714,814,1.0,Troppo rumoroso per i miei gusti.
100485,7714,853,4.5,Ottimo servizio e cibo delizioso!
100486,7714,70,4.0,Porzioni abbondanti e sapori genuini.
100487,7714,428,5.0,Servizio impeccabile davvero soddisfatto.
100488,7714,365,4.0,Tutto perfetto consigliato!
100489,7714,239,2.5,Piatti nella media.
100490,7714,716,2.0,Porzioni ridicole rispetto al prezzo.
100491,7714,33,2.0,Personale scortese peccato perché il cibo era buono.
100492,7714,691,4.0,Il migliore della zona!
100493,7715,945,2.5,Buono ma potrebbe migliorare.
100494,7715,355,5.0,Servizio impeccabile davvero soddisfatto.
100495,7715,929,4.0,Ci tornerò sicuramente.
100496,7715,209,4.5,Piatti curati nei minimi dettagli.
100497,7715,47,5.0,Il dolce era spettacolare!
100498,7715,539,2.0,Tempi di attesa troppo lunghi.
100499,7715,908,0.5,Non consiglio questo posto.
100500,7715,998,1.0,Delusione totale.
100501,7715,420,1.5,Troppo rumoroso per i miei gusti.
100502,7715,404,4.0,Il migliore della zona!
100503,7715,903,4.5,Il dolce era spettacolare!
100504,7715,649,4.0,Locale accogliente e atmosfera rilassante.
100505,7715,102,0.5,Cibo senza sapore.
100506,7715,346,5.0,Fantastico per una cena tra amici.
100507,7715,336,3.5,Esperienza fantastica personale gentile.
100508,7715,439,4.5,Ci tornerò sicuramente.
100509,7715,691,2.0,Pessimo rapporto qualità/prezzo.
100510,7716,383,0.5,Esperienza negativa non tornerò.
100511,7716,63,2.0,Delusione totale.
100512,7716,740,3.5,Il migliore della zona!
100513,7716,346,4.5,Vasta scelta di piatti vegetariani.
100514,7716,888,3.0,Piatti nella media.
100515,7716,468,3.5,Locale accogliente e atmosfera rilassante.
100516,7716,127,1.5,Non consiglio questo posto.
100517,7716,919,0.5,Delusione totale.
100518,7716,756,1.5,Non consiglio questo posto.
100519,7716,570,4.5,Servizio impeccabile davvero soddisfatto.
100520,7716,175,0.5,Tavoli sporchi e servizio lento.
100521,7716,708,3.5,Servizio impeccabile davvero soddisfatto.
100522,7716,580,1.0,Esperienza negativa non tornerò.
100523,7716,121,0.5,Tavoli sporchi e servizio lento.
100524,7717,295,1.5,Porzioni ridicole rispetto al prezzo.
100525,7717,214,5.0,Tutto perfetto consigliato!
100526,7717,820,1.0,Personale scortese peccato perché il cibo era buono.
100527,7717,341,5.0,Esperienza fantastica personale gentile.
100528,7717,137,0.5,Tavoli sporchi e servizio lento.
100529,7717,518,0.5,Porzioni ridicole rispetto al prezzo.
100530,7717,419,1.0,Non consiglio questo posto.
100531,7717,146,4.5,Il dolce era spettacolare!
100532,7717,512,3.0,Buon posto per una pausa pranzo veloce.
100533,7717,477,0.5,Personale scortese peccato perché il cibo era buono.
100534,7717,652,2.5,Piatti nella media.
100535,7717,564,3.5,Porzioni abbondanti e sapori genuini.
100536,7717,664,4.0,Esperienza fantastica personale gentile.
100537,7717,968,3.0,Piatti nella media.
100538,7718,194,4.0,Servizio impeccabile davvero soddisfatto.
100539,7718,839,4.0,Ottimo servizio e cibo delizioso!
100540,7718,927,5.0,Il migliore della zona!
100541,7718,449,5.0,Il dolce era spettacolare!
100542,7718,27,5.0,Prezzi onesti e piatti ben presentati.
100543,7718,209,3.5,Locale accogliente e atmosfera rilassante.
100544,7718,150,0.5,Delusione totale.
100545,7718,862,1.5,Porzioni ridicole rispetto al prezzo.
100546,7718,52,3.5,Fantastico per una cena tra amici.
100547,7718,555,2.0,Non consiglio questo posto.
100548,7718,414,4.0,Ci tornerò sicuramente.
100549,7718,755,1.0,Porzioni ridicole rispetto al prezzo.
100550,7718,201,1.5,Tempi di attesa troppo lunghi.
100551,7718,560,3.0,Non all'altezza delle aspettative.
100552,7718,598,4.0,Ingredienti freschissimi e di qualità.
100553,7718,882,4.5,Servizio impeccabile davvero soddisfatto.
100554,7718,841,1.5,Cibo senza sapore.
100555,7719,800,4.0,Servizio impeccabile davvero soddisfatto.
100556,7719,680,2.0,Personale scortese peccato perché il cibo era buono.
100557,7719,110,4.5,Ottima atmosfera per una serata romantica.
100558,7719,595,4.0,Il dolce era spettacolare!
100559,7719,423,3.5,Piatti curati nei minimi dettagli.
100560,7719,813,1.0,Cibo senza sapore.
100561,7720,318,1.0,Porzioni ridicole rispetto al prezzo.
100562,7720,60,4.0,Porzioni abbondanti e sapori genuini.
100563,7720,17,1.5,Pessimo rapporto qualità/prezzo.
100564,7720,442,3.5,Ottima atmosfera per una serata romantica.
100565,7720,96,5.0,Ottimo servizio e cibo delizioso!
100566,7720,977,2.0,Personale scortese peccato perché il cibo era buono.
100567,7720,382,0.5,Tempi di attesa troppo lunghi.
100568,7720,174,1.0,Delusione totale.
100569,7720,122,4.5,Vasta scelta di piatti vegetariani.
100570,7720,138,1.5,Esperienza negativa non tornerò.
100571,7720,771,2.0,Porzioni ridicole rispetto al prezzo.
100572,7720,553,3.5,Ottimo servizio e cibo delizioso!
100573,7720,936,5.0,Ottimo servizio e cibo delizioso!
100574,7720,306,2.0,Tavoli sporchi e servizio lento.
100575,7720,867,1.5,Delusione totale.
100576,7720,781,4.5,Porzioni abbondanti e sapori genuini.
100577,7720,25,0.5,Non consiglio questo posto.
100578,7720,864,2.5,Buon posto per una pausa pranzo veloce.
100579,7720,103,3.0,Buono ma potrebbe migliorare.
100580,7721,199,1.5,Esperienza negativa non tornerò.
100581,7721,142,1.5,Troppo rumoroso per i miei gusti.
100582,7721,881,3.5,Il migliore della zona!
100583,7721,285,4.0,Porzioni abbondanti e sapori genuini.
100584,7721,125,3.0,Locale carino ma nulla di speciale.
100585,7721,598,1.0,Pessimo rapporto qualità/prezzo.
100586,7721,770,4.0,Ottimo servizio e cibo delizioso!
100587,7721,216,4.5,Ingredienti freschissimi e di qualità.
100588,7721,383,2.5,Servizio un po' freddo ma veloce.
100589,7721,678,5.0,Porzioni abbondanti e sapori genuini.
100590,7721,286,4.0,Locale accogliente e atmosfera rilassante.
100591,7721,267,1.5,Personale scortese peccato perché il cibo era buono.
100592,7722,18,1.0,Troppo rumoroso per i miei gusti.
100593,7722,79,0.5,Pessimo rapporto qualità/prezzo.
100594,7722,585,0.5,Personale scortese peccato perché il cibo era buono.
100595,7722,181,5.0,Fantastico per una cena tra amici.
100596,7722,687,4.5,Prezzi onesti e piatti ben presentati.
100597,7722,682,3.5,Ci tornerò sicuramente.
100598,7722,955,3.5,Ingredienti freschissimi e di qualità.
100599,7722,329,3.5,Piatti curati nei minimi dettagli.
100600,7722,393,5.0,Fantastico per una cena tra amici.
100601,7722,504,0.5,Troppo rumoroso per i miei gusti.
100602,7722,496,0.5,Tavoli sporchi e servizio lento.
100603,7723,861,1.5,Tavoli sporchi e servizio lento.
100604,7723,697,3.0,Menù vario ma niente che mi abbia colpito.
100605,7723,754,2.5,Servizio un po' freddo ma veloce.
100606,7723,9,2.0,Tavoli sporchi e servizio lento.
100607,7723,761,5.0,Fantastico per una cena tra amici.
100608,7723,353,3.0,Servizio un po' freddo ma veloce.
100609,7723,887,1.5,Troppo rumoroso per i miei gusti.
100610,7723,154,3.5,Esperienza fantastica personale gentile.
100611,7723,142,2.5,Menù vario ma niente che mi abbia colpito.
100612,7723,105,1.5,Non consiglio questo posto.
100613,7723,728,1.5,Personale scortese peccato perché il cibo era buono.
100614,7723,895,3.5,Ingredienti freschissimi e di qualità.
100615,7723,805,4.0,Fantastico per una cena tra amici.
100616,7723,720,3.5,Piatti curati nei minimi dettagli.
100617,7723,214,1.5,Tempi di attesa troppo lunghi.
100618,7723,231,3.0,Menù vario ma niente che mi abbia colpito.
100619,7723,265,4.0,Porzioni abbondanti e sapori genuini.
100620,7723,894,1.5,Cibo senza sapore.
100621,7723,68,4.5,Fantastico per una cena tra amici.
100622,7723,472,3.5,Esperienza fantastica personale gentile.
100623,7724,805,4.0,Tutto perfetto consigliato!
100624,7724,278,0.5,Cibo senza sapore.
100625,7724,714,1.5,Delusione totale.
100626,7724,147,0.5,Tavoli sporchi e servizio lento.
100627,7724,424,0.5,Cibo senza sapore.
100628,7724,445,0.5,Troppo rumoroso per i miei gusti.
100629,7724,892,2.0,Personale scortese peccato perché il cibo era buono.
100630,7725,234,4.0,Tutto perfetto consigliato!
100631,7725,115,2.5,Buon posto per una pausa pranzo veloce.
100632,7725,446,3.0,Menù vario ma niente che mi abbia colpito.
100633,7725,551,1.0,Tempi di attesa troppo lunghi.
100634,7725,504,1.5,Porzioni ridicole rispetto al prezzo.
100635,7725,36,3.5,Ingredienti freschissimi e di qualità.
100636,7725,321,4.0,Ottima atmosfera per una serata romantica.
100637,7725,350,4.5,Locale accogliente e atmosfera rilassante.
100638,7725,122,2.0,Pessimo rapporto qualità/prezzo.
100639,7725,740,1.5,Tempi di attesa troppo lunghi.
100640,7725,424,3.5,Il migliore della zona!
100641,7725,318,2.5,Buono ma potrebbe migliorare.
100642,7725,478,1.5,Porzioni ridicole rispetto al prezzo.
100643,7725,435,1.5,Esperienza negativa non tornerò.
100644,7725,793,3.0,Piatti nella media.
100645,7725,787,1.0,Troppo rumoroso per i miei gusti.
100646,7726,662,0.5,Porzioni ridicole rispetto al prezzo.
100647,7726,865,3.5,Vasta scelta di piatti vegetariani.
100648,7726,285,3.0,Locale carino ma nulla di speciale.
100649,7726,301,2.5,Servizio un po' freddo ma veloce.
100650,7726,948,3.5,Ingredienti freschissimi e di qualità.
100651,7726,463,2.0,Tempi di attesa troppo lunghi.
100652,7726,569,4.5,Il dolce era spettacolare!
100653,7726,272,4.5,Ottima atmosfera per una serata romantica.
100654,7726,40,1.5,Non consiglio questo posto.
100655,7726,165,4.0,Il migliore della zona!
100656,7726,903,1.0,Delusione totale.
100657,7726,728,2.5,Esperienza discreta.
100658,7726,884,4.0,Tutto perfetto consigliato!
100659,7726,275,3.5,Il migliore della zona!
100660,7726,881,1.5,Troppo rumoroso per i miei gusti.
100661,7726,926,3.0,Menù vario ma niente che mi abbia colpito.
100662,7727,13,2.0,Tempi di attesa troppo lunghi.
100663,7727,285,3.0,Locale carino ma nulla di speciale.
100664,7727,126,1.0,Troppo rumoroso per i miei gusti.
100665,7727,714,4.0,Fantastico per una cena tra amici.
100666,7727,257,1.0,Pessimo rapporto qualità/prezzo.
100667,7727,547,2.0,Pessimo rapporto qualità/prezzo.
100668,7727,36,3.0,Buon posto per una pausa pranzo veloce.
100669,7727,950,1.5,Porzioni ridicole rispetto al prezzo.
100670,7728,829,2.0,Pessimo rapporto qualità/prezzo.
100671,7728,600,2.0,Porzioni ridicole rispetto al prezzo.
100672,7728,307,3.0,Esperienza discreta.
100673,7728,439,5.0,Ingredienti freschissimi e di qualità.
100674,7728,904,4.5,Tutto perfetto consigliato!
100675,7728,379,0.5,Non consiglio questo posto.
100676,7728,657,5.0,Esperienza fantastica personale gentile.
100677,7728,400,3.5,Ottima atmosfera per una serata romantica.
100678,7728,31,4.0,Ottima atmosfera per una serata romantica.
100679,7728,693,1.5,Troppo rumoroso per i miei gusti.
100680,7728,638,4.0,Il dolce era spettacolare!
100681,7728,452,4.5,Ingredienti freschissimi e di qualità.
100682,7728,667,3.0,Non all'altezza delle aspettative.
100683,7728,367,4.0,Ci tornerò sicuramente.
100684,7728,362,1.0,Troppo rumoroso per i miei gusti.
100685,7728,596,1.5,Tavoli sporchi e servizio lento.
100686,7729,443,3.0,Buon posto per una pausa pranzo veloce.
100687,7729,817,2.5,Locale carino ma nulla di speciale.
100688,7729,137,3.5,Ottima atmosfera per una serata romantica.
100689,7729,176,4.0,Esperienza fantastica personale gentile.
100690,7729,681,2.5,Esperienza discreta.
100691,7729,842,5.0,Prezzi onesti e piatti ben presentati.
100692,7729,951,0.5,Tavoli sporchi e servizio lento.
100693,7729,304,0.5,Troppo rumoroso per i miei gusti.
100694,7729,627,2.5,Esperienza discreta.
100695,7729,599,4.0,Ottima atmosfera per una serata romantica.
100696,7729,706,1.0,Tavoli sporchi e servizio lento.
100697,7729,468,5.0,Il migliore della zona!
100698,7730,256,2.5,Buono ma potrebbe migliorare.
100699,7730,161,5.0,Ci tornerò sicuramente.
100700,7730,963,5.0,Ci tornerò sicuramente.
100701,7730,227,2.0,Troppo rumoroso per i miei gusti.
100702,7730,1,3.5,Esperienza fantastica personale gentile.
100703,7730,386,0.5,Pessimo rapporto qualità/prezzo.
100704,7731,734,2.0,Porzioni ridicole rispetto al prezzo.
100705,7731,397,3.0,Buono ma potrebbe migliorare.
100706,7731,650,2.5,Servizio un po' freddo ma veloce.
100707,7731,673,2.0,Porzioni ridicole rispetto al prezzo.
100708,7731,588,3.0,Buono ma potrebbe migliorare.
100709,7731,66,2.0,Cibo senza sapore.
100710,7731,641,4.5,Ottimo servizio e cibo delizioso!
100711,7731,272,3.0,Piatti nella media.
100712,7731,558,1.0,Porzioni ridicole rispetto al prezzo.
100713,7731,250,4.5,Vasta scelta di piatti vegetariani.
100714,7731,376,3.0,Piatti nella media.
100715,7731,42,0.5,Personale scortese peccato perché il cibo era buono.
100716,7731,602,3.5,Piatti curati nei minimi dettagli.
100717,7731,584,2.0,Personale scortese peccato perché il cibo era buono.
100718,7731,281,1.0,Esperienza negativa non tornerò.
100719,7731,4,4.0,Esperienza fantastica personale gentile.
100720,7731,898,4.5,Porzioni abbondanti e sapori genuini.
100721,7732,771,5.0,Il dolce era spettacolare!
100722,7732,674,3.0,Tempi di attesa accettabili.
100723,7732,950,2.5,Menù vario ma niente che mi abbia colpito.
100724,7732,289,0.5,Cibo senza sapore.
100725,7732,432,1.0,Non consiglio questo posto.
100726,7732,336,3.5,Ci tornerò sicuramente.
100727,7732,320,1.5,Personale scortese peccato perché il cibo era buono.
100728,7732,158,4.0,Esperienza fantastica personale gentile.
100729,7732,782,2.5,Esperienza discreta.
100730,7732,454,2.0,Esperienza negativa non tornerò.
100731,7732,630,2.0,Pessimo rapporto qualità/prezzo.
